    #Time(fs)    x-MSD(A^2)    y-MSD(A^2)    z-MSD(A^2)    tot-MSD(A^2)  sqrt(MSD)(A)
   0.00000E+00  -0.56745E-14  -0.74940E-14   0.12995E-14  -0.37830E-14           NaN
   0.10000E+01   0.24515E-04   0.23980E-04   0.62052E-05   0.54700E-04   0.73959E-02
   0.20000E+01   0.97999E-04   0.95850E-04   0.24787E-04   0.21864E-03   0.14786E-01
   0.30000E+01   0.22022E-03   0.21538E-03   0.55623E-04   0.49122E-03   0.22163E-01
   0.40000E+01   0.39074E-03   0.38216E-03   0.98496E-04   0.87140E-03   0.29519E-01
   0.50000E+01   0.60896E-03   0.59563E-03   0.15309E-03   0.13577E-02   0.36847E-01
   0.60000E+01   0.87409E-03   0.85507E-03   0.21902E-03   0.19482E-02   0.44138E-01
   0.70000E+01   0.11852E-02   0.11596E-02   0.29579E-03   0.26406E-02   0.51386E-01
   0.80000E+01   0.15411E-02   0.15082E-02   0.38284E-03   0.34321E-02   0.58584E-01
   0.90000E+01   0.19405E-02   0.18998E-02   0.47954E-03   0.43199E-02   0.65726E-01
   0.10000E+02   0.23822E-02   0.23331E-02   0.58518E-03   0.53004E-02   0.72804E-01
   0.11000E+02   0.28645E-02   0.28067E-02   0.69902E-03   0.63701E-02   0.79813E-01
   0.12000E+02   0.33858E-02   0.33191E-02   0.82023E-03   0.75252E-02   0.86748E-01
   0.13000E+02   0.39445E-02   0.38690E-02   0.94798E-03   0.87615E-02   0.93603E-01
   0.14000E+02   0.45389E-02   0.44546E-02   0.10814E-02   0.10075E-01   0.10037E+00
   0.15000E+02   0.51670E-02   0.50744E-02   0.12195E-02   0.11461E-01   0.10706E+00
   0.16000E+02   0.58271E-02   0.57267E-02   0.13615E-02   0.12915E-01   0.11365E+00
   0.17000E+02   0.65173E-02   0.64098E-02   0.15064E-02   0.14434E-01   0.12014E+00
   0.18000E+02   0.72358E-02   0.71221E-02   0.16533E-02   0.16011E-01   0.12654E+00
   0.19000E+02   0.79808E-02   0.78619E-02   0.18013E-02   0.17644E-01   0.13283E+00
   0.20000E+02   0.87505E-02   0.86276E-02   0.19496E-02   0.19328E-01   0.13902E+00
   0.21000E+02   0.95431E-02   0.94176E-02   0.20972E-02   0.21058E-01   0.14511E+00
   0.22000E+02   0.10357E-01   0.10230E-01   0.22434E-02   0.22831E-01   0.15110E+00
   0.23000E+02   0.11191E-01   0.11064E-01   0.23873E-02   0.24642E-01   0.15698E+00
   0.24000E+02   0.12042E-01   0.11918E-01   0.25284E-02   0.26489E-01   0.16275E+00
   0.25000E+02   0.12911E-01   0.12790E-01   0.26660E-02   0.28367E-01   0.16842E+00
   0.26000E+02   0.13795E-01   0.13679E-01   0.27993E-02   0.30273E-01   0.17399E+00
   0.27000E+02   0.14693E-01   0.14585E-01   0.29280E-02   0.32205E-01   0.17946E+00
