    #Time(fs)    x-MSD(A^2)    y-MSD(A^2)    z-MSD(A^2)    tot-MSD(A^2)  sqrt(MSD)(A)
   0.00000E+00   0.16311E-14  -0.29385E-14  -0.70556E-15   0.23740E-14   0.48724E-07
   0.10000E+01   0.24618E-04   0.24576E-04   0.72774E-05   0.56472E-04   0.75148E-02
   0.20000E+01   0.98171E-04   0.98008E-04   0.29012E-04   0.22519E-03   0.15006E-01
   0.30000E+01   0.21986E-03   0.21950E-03   0.64976E-04   0.50433E-03   0.22457E-01
   0.40000E+01   0.38844E-03   0.38782E-03   0.11483E-03   0.89109E-03   0.29851E-01
   0.50000E+01   0.60229E-03   0.60132E-03   0.17813E-03   0.13817E-02   0.37172E-01
   0.60000E+01   0.85944E-03   0.85807E-03   0.25433E-03   0.19718E-02   0.44405E-01
   0.70000E+01   0.11578E-02   0.11559E-02   0.34277E-03   0.26565E-02   0.51541E-01
   0.80000E+01   0.14950E-02   0.14927E-02   0.44272E-03   0.34304E-02   0.58570E-01
   0.90000E+01   0.18691E-02   0.18661E-02   0.55335E-03   0.42886E-02   0.65487E-01
   0.10000E+02   0.22779E-02   0.22743E-02   0.67378E-03   0.52260E-02   0.72291E-01
   0.11000E+02   0.27194E-02   0.27151E-02   0.80308E-03   0.62376E-02   0.78979E-01
   0.12000E+02   0.31916E-02   0.31866E-02   0.94028E-03   0.73185E-02   0.85548E-01
   0.13000E+02   0.36924E-02   0.36868E-02   0.10844E-02   0.84635E-02   0.91997E-01
   0.14000E+02   0.42196E-02   0.42134E-02   0.12344E-02   0.96674E-02   0.98323E-01
   0.15000E+02   0.47711E-02   0.47644E-02   0.13894E-02   0.10925E-01   0.10452E+00
   0.16000E+02   0.53451E-02   0.53378E-02   0.15483E-02   0.12231E-01   0.11059E+00
   0.17000E+02   0.59395E-02   0.59318E-02   0.17102E-02   0.13582E-01   0.11654E+00
   0.18000E+02   0.65528E-02   0.65447E-02   0.18742E-02   0.14972E-01   0.12236E+00
   0.19000E+02   0.71834E-02   0.71750E-02   0.20394E-02   0.16398E-01   0.12805E+00
   0.20000E+02   0.78298E-02   0.78212E-02   0.22050E-02   0.17856E-01   0.13363E+00
   0.21000E+02   0.84908E-02   0.84819E-02   0.23702E-02   0.19343E-01   0.13908E+00
   0.22000E+02   0.91649E-02   0.91558E-02   0.25344E-02   0.20855E-01   0.14441E+00
   0.23000E+02   0.98507E-02   0.98414E-02   0.26968E-02   0.22389E-01   0.14963E+00
   0.24000E+02   0.10547E-01   0.10537E-01   0.28569E-02   0.23941E-01   0.15473E+00
   0.25000E+02   0.11252E-01   0.11242E-01   0.30143E-02   0.25508E-01   0.15971E+00
   0.26000E+02   0.11964E-01   0.11954E-01   0.31686E-02   0.27086E-01   0.16458E+00
   0.27000E+02   0.12682E-01   0.12671E-01   0.33194E-02   0.28672E-01   0.16933E+00
   0.28000E+02   0.13404E-01   0.13393E-01   0.34664E-02   0.30263E-01   0.17396E+00
   0.29000E+02   0.14129E-01   0.14118E-01   0.36095E-02   0.31856E-01   0.17848E+00
   0.30000E+02   0.14855E-01   0.14844E-01   0.37484E-02   0.33448E-01   0.18289E+00
   0.31000E+02   0.15583E-01   0.15571E-01   0.38829E-02   0.35036E-01   0.18718E+00
   0.32000E+02   0.16309E-01   0.16297E-01   0.40130E-02   0.36619E-01   0.19136E+00
   0.33000E+02   0.17034E-01   0.17021E-01   0.41386E-02   0.38194E-01   0.19543E+00
   0.34000E+02   0.17757E-01   0.17743E-01   0.42596E-02   0.39760E-01   0.19940E+00
   0.35000E+02   0.18476E-01   0.18462E-01   0.43759E-02   0.41314E-01   0.20326E+00
   0.36000E+02   0.19192E-01   0.19177E-01   0.44877E-02   0.42856E-01   0.20702E+00
   0.37000E+02   0.19902E-01   0.19887E-01   0.45949E-02   0.44384E-01   0.21067E+00
   0.38000E+02   0.20608E-01   0.20591E-01   0.46975E-02   0.45896E-01   0.21423E+00
   0.39000E+02   0.21307E-01   0.21289E-01   0.47957E-02   0.47392E-01   0.21770E+00
   0.40000E+02   0.21999E-01   0.21981E-01   0.48896E-02   0.48869E-01   0.22106E+00
   0.41000E+02   0.22684E-01   0.22665E-01   0.49794E-02   0.50328E-01   0.22434E+00
   0.42000E+02   0.23362E-01   0.23341E-01   0.50652E-02   0.51768E-01   0.22753E+00
   0.43000E+02   0.24031E-01   0.24009E-01   0.51472E-02   0.53187E-01   0.23062E+00
   0.44000E+02   0.24691E-01   0.24668E-01   0.52257E-02   0.54585E-01   0.23363E+00
   0.45000E+02   0.25343E-01   0.25319E-01   0.53009E-02   0.55962E-01   0.23656E+00
   0.46000E+02   0.25985E-01   0.25960E-01   0.53732E-02   0.57318E-01   0.23941E+00
   0.47000E+02   0.26618E-01   0.26591E-01   0.54428E-02   0.58652E-01   0.24218E+00
   0.48000E+02   0.27241E-01   0.27214E-01   0.55100E-02   0.59965E-01   0.24488E+00
   0.49000E+02   0.27855E-01   0.27827E-01   0.55752E-02   0.61257E-01   0.24750E+00
   0.50000E+02   0.28460E-01   0.28431E-01   0.56386E-02   0.62530E-01   0.25006E+00
   0.51000E+02   0.29057E-01   0.29026E-01   0.57005E-02   0.63783E-01   0.25255E+00
   0.52000E+02   0.29644E-01   0.29612E-01   0.57612E-02   0.65018E-01   0.25499E+00
   0.53000E+02   0.30224E-01   0.30191E-01   0.58211E-02   0.66235E-01   0.25736E+00
   0.54000E+02   0.30795E-01   0.30761E-01   0.58803E-02   0.67436E-01   0.25968E+00
   0.55000E+02   0.31358E-01   0.31323E-01   0.59391E-02   0.68620E-01   0.26196E+00
   0.56000E+02   0.31914E-01   0.31878E-01   0.59978E-02   0.69790E-01   0.26418E+00
   0.57000E+02   0.32463E-01   0.32426E-01   0.60565E-02   0.70946E-01   0.26636E+00
   0.58000E+02   0.33006E-01   0.32968E-01   0.61154E-02   0.72089E-01   0.26849E+00
   0.59000E+02   0.33542E-01   0.33503E-01   0.61746E-02   0.73219E-01   0.27059E+00
   0.60000E+02   0.34072E-01   0.34032E-01   0.62344E-02   0.74338E-01   0.27265E+00
   0.61000E+02   0.34595E-01   0.34555E-01   0.62948E-02   0.75445E-01   0.27467E+00
   0.62000E+02   0.35114E-01   0.35072E-01   0.63559E-02   0.76541E-01   0.27666E+00
   0.63000E+02   0.35626E-01   0.35584E-01   0.64179E-02   0.77628E-01   0.27862E+00
   0.64000E+02   0.36133E-01   0.36090E-01   0.64808E-02   0.78704E-01   0.28054E+00
   0.65000E+02   0.36635E-01   0.36591E-01   0.65447E-02   0.79771E-01   0.28244E+00
   0.66000E+02   0.37132E-01   0.37087E-01   0.66096E-02   0.80828E-01   0.28430E+00
   0.67000E+02   0.37623E-01   0.37578E-01   0.66755E-02   0.81876E-01   0.28614E+00
   0.68000E+02   0.38109E-01   0.38063E-01   0.67424E-02   0.82915E-01   0.28795E+00
   0.69000E+02   0.38591E-01   0.38544E-01   0.68103E-02   0.83945E-01   0.28973E+00
   0.70000E+02   0.39068E-01   0.39020E-01   0.68791E-02   0.84967E-01   0.29149E+00
   0.71000E+02   0.39540E-01   0.39492E-01   0.69489E-02   0.85981E-01   0.29322E+00
   0.72000E+02   0.40008E-01   0.39959E-01   0.70194E-02   0.86986E-01   0.29493E+00
   0.73000E+02   0.40471E-01   0.40422E-01   0.70908E-02   0.87984E-01   0.29662E+00
   0.74000E+02   0.40930E-01   0.40881E-01   0.71628E-02   0.88974E-01   0.29828E+00
   0.75000E+02   0.41386E-01   0.41336E-01   0.72354E-02   0.89957E-01   0.29993E+00
   0.76000E+02   0.41838E-01   0.41787E-01   0.73085E-02   0.90934E-01   0.30155E+00
   0.77000E+02   0.42287E-01   0.42235E-01   0.73821E-02   0.91904E-01   0.30316E+00
   0.78000E+02   0.42732E-01   0.42680E-01   0.74561E-02   0.92869E-01   0.30474E+00
   0.79000E+02   0.43175E-01   0.43122E-01   0.75304E-02   0.93828E-01   0.30631E+00
   0.80000E+02   0.43615E-01   0.43562E-01   0.76049E-02   0.94782E-01   0.30787E+00
   0.81000E+02   0.44053E-01   0.43999E-01   0.76797E-02   0.95732E-01   0.30941E+00
   0.82000E+02   0.44490E-01   0.44435E-01   0.77546E-02   0.96679E-01   0.31093E+00
   0.83000E+02   0.44924E-01   0.44869E-01   0.78298E-02   0.97622E-01   0.31245E+00
   0.84000E+02   0.45357E-01   0.45301E-01   0.79051E-02   0.98563E-01   0.31395E+00
   0.85000E+02   0.45789E-01   0.45733E-01   0.79806E-02   0.99503E-01   0.31544E+00
   0.86000E+02   0.46221E-01   0.46163E-01   0.80562E-02   0.10044E+00   0.31692E+00
   0.87000E+02   0.46652E-01   0.46594E-01   0.81321E-02   0.10138E+00   0.31840E+00
   0.88000E+02   0.47083E-01   0.47024E-01   0.82081E-02   0.10232E+00   0.31987E+00
   0.89000E+02   0.47515E-01   0.47455E-01   0.82843E-02   0.10325E+00   0.32133E+00
   0.90000E+02   0.47946E-01   0.47886E-01   0.83608E-02   0.10419E+00   0.32279E+00
   0.91000E+02   0.48379E-01   0.48318E-01   0.84374E-02   0.10513E+00   0.32424E+00
   0.92000E+02   0.48813E-01   0.48751E-01   0.85142E-02   0.10608E+00   0.32570E+00
   0.93000E+02   0.49248E-01   0.49185E-01   0.85913E-02   0.10702E+00   0.32715E+00
   0.94000E+02   0.49685E-01   0.49621E-01   0.86686E-02   0.10798E+00   0.32860E+00
   0.95000E+02   0.50124E-01   0.50059E-01   0.87462E-02   0.10893E+00   0.33004E+00
   0.96000E+02   0.50565E-01   0.50500E-01   0.88241E-02   0.10989E+00   0.33149E+00
   0.97000E+02   0.51009E-01   0.50942E-01   0.89023E-02   0.11085E+00   0.33295E+00
   0.98000E+02   0.51455E-01   0.51388E-01   0.89809E-02   0.11182E+00   0.33440E+00
   0.99000E+02   0.51905E-01   0.51837E-01   0.90599E-02   0.11280E+00   0.33586E+00
   0.10000E+03   0.52358E-01   0.52289E-01   0.91393E-02   0.11379E+00   0.33732E+00
   0.10100E+03   0.52814E-01   0.52745E-01   0.92193E-02   0.11478E+00   0.33879E+00
   0.10200E+03   0.53275E-01   0.53204E-01   0.92998E-02   0.11578E+00   0.34026E+00
   0.10300E+03   0.53740E-01   0.53668E-01   0.93810E-02   0.11679E+00   0.34174E+00
   0.10400E+03   0.54209E-01   0.54137E-01   0.94628E-02   0.11781E+00   0.34323E+00
   0.10500E+03   0.54683E-01   0.54610E-01   0.95453E-02   0.11884E+00   0.34473E+00
   0.10600E+03   0.55162E-01   0.55088E-01   0.96287E-02   0.11988E+00   0.34623E+00
   0.10700E+03   0.55646E-01   0.55571E-01   0.97129E-02   0.12093E+00   0.34775E+00
   0.10800E+03   0.56136E-01   0.56060E-01   0.97981E-02   0.12199E+00   0.34928E+00
   0.10900E+03   0.56632E-01   0.56554E-01   0.98842E-02   0.12307E+00   0.35081E+00
   0.11000E+03   0.57133E-01   0.57055E-01   0.99714E-02   0.12416E+00   0.35236E+00
   0.11100E+03   0.57641E-01   0.57562E-01   0.10060E-01   0.12526E+00   0.35392E+00
   0.11200E+03   0.58155E-01   0.58075E-01   0.10149E-01   0.12638E+00   0.35550E+00
   0.11300E+03   0.58676E-01   0.58595E-01   0.10240E-01   0.12751E+00   0.35709E+00
   0.11400E+03   0.59204E-01   0.59122E-01   0.10332E-01   0.12866E+00   0.35869E+00
   0.11500E+03   0.59739E-01   0.59657E-01   0.10425E-01   0.12982E+00   0.36031E+00
   0.11600E+03   0.60282E-01   0.60198E-01   0.10520E-01   0.13100E+00   0.36194E+00
   0.11700E+03   0.60833E-01   0.60748E-01   0.10616E-01   0.13220E+00   0.36359E+00
   0.11800E+03   0.61391E-01   0.61305E-01   0.10714E-01   0.13341E+00   0.36525E+00
   0.11900E+03   0.61958E-01   0.61871E-01   0.10813E-01   0.13464E+00   0.36694E+00
   0.12000E+03   0.62533E-01   0.62445E-01   0.10914E-01   0.13589E+00   0.36864E+00
   0.12100E+03   0.63117E-01   0.63029E-01   0.11017E-01   0.13716E+00   0.37035E+00
   0.12200E+03   0.63710E-01   0.63621E-01   0.11122E-01   0.13845E+00   0.37209E+00
   0.12300E+03   0.64313E-01   0.64222E-01   0.11228E-01   0.13976E+00   0.37385E+00
   0.12400E+03   0.64925E-01   0.64833E-01   0.11336E-01   0.14109E+00   0.37562E+00
   0.12500E+03   0.65547E-01   0.65454E-01   0.11446E-01   0.14245E+00   0.37742E+00
   0.12600E+03   0.66179E-01   0.66085E-01   0.11558E-01   0.14382E+00   0.37924E+00
   0.12700E+03   0.66822E-01   0.66727E-01   0.11672E-01   0.14522E+00   0.38108E+00
   0.12800E+03   0.67476E-01   0.67380E-01   0.11788E-01   0.14664E+00   0.38294E+00
   0.12900E+03   0.68141E-01   0.68044E-01   0.11906E-01   0.14809E+00   0.38483E+00
   0.13000E+03   0.68817E-01   0.68719E-01   0.12026E-01   0.14956E+00   0.38673E+00
   0.13100E+03   0.69506E-01   0.69407E-01   0.12148E-01   0.15106E+00   0.38867E+00
   0.13200E+03   0.70206E-01   0.70106E-01   0.12273E-01   0.15259E+00   0.39062E+00
   0.13300E+03   0.70920E-01   0.70819E-01   0.12400E-01   0.15414E+00   0.39261E+00
   0.13400E+03   0.71646E-01   0.71544E-01   0.12530E-01   0.15572E+00   0.39461E+00
   0.13500E+03   0.72386E-01   0.72283E-01   0.12662E-01   0.15733E+00   0.39665E+00
   0.13600E+03   0.73140E-01   0.73036E-01   0.12796E-01   0.15897E+00   0.39871E+00
   0.13700E+03   0.73909E-01   0.73803E-01   0.12933E-01   0.16064E+00   0.40081E+00
   0.13800E+03   0.74692E-01   0.74585E-01   0.13073E-01   0.16235E+00   0.40293E+00
   0.13900E+03   0.75490E-01   0.75382E-01   0.13216E-01   0.16409E+00   0.40508E+00
   0.14000E+03   0.76304E-01   0.76195E-01   0.13361E-01   0.16586E+00   0.40726E+00
   0.14100E+03   0.77134E-01   0.77024E-01   0.13510E-01   0.16767E+00   0.40947E+00
   0.14200E+03   0.77981E-01   0.77869E-01   0.13661E-01   0.16951E+00   0.41172E+00
   0.14300E+03   0.78845E-01   0.78732E-01   0.13816E-01   0.17139E+00   0.41400E+00
   0.14400E+03   0.79726E-01   0.79612E-01   0.13974E-01   0.17331E+00   0.41631E+00
   0.14500E+03   0.80626E-01   0.80511E-01   0.14135E-01   0.17527E+00   0.41866E+00
   0.14600E+03   0.81545E-01   0.81428E-01   0.14300E-01   0.17727E+00   0.42104E+00
   0.14700E+03   0.82483E-01   0.82365E-01   0.14469E-01   0.17932E+00   0.42346E+00
   0.14800E+03   0.83441E-01   0.83321E-01   0.14641E-01   0.18140E+00   0.42591E+00
   0.14900E+03   0.84420E-01   0.84299E-01   0.14817E-01   0.18354E+00   0.42841E+00
   0.15000E+03   0.85420E-01   0.85297E-01   0.14997E-01   0.18571E+00   0.43095E+00
   0.15100E+03   0.86441E-01   0.86317E-01   0.15182E-01   0.18794E+00   0.43352E+00
   0.15200E+03   0.87486E-01   0.87360E-01   0.15370E-01   0.19022E+00   0.43614E+00
   0.15300E+03   0.88554E-01   0.88427E-01   0.15564E-01   0.19254E+00   0.43880E+00
   0.15400E+03   0.89646E-01   0.89517E-01   0.15761E-01   0.19492E+00   0.44150E+00
   0.15500E+03   0.90763E-01   0.90632E-01   0.15964E-01   0.19736E+00   0.44425E+00
   0.15600E+03   0.91905E-01   0.91773E-01   0.16172E-01   0.19985E+00   0.44705E+00
   0.15700E+03   0.93074E-01   0.92941E-01   0.16384E-01   0.20240E+00   0.44989E+00
   0.15800E+03   0.94271E-01   0.94136E-01   0.16602E-01   0.20501E+00   0.45278E+00
   0.15900E+03   0.95496E-01   0.95359E-01   0.16825E-01   0.20768E+00   0.45572E+00
   0.16000E+03   0.96751E-01   0.96612E-01   0.17054E-01   0.21042E+00   0.45871E+00
   0.16100E+03   0.98035E-01   0.97895E-01   0.17289E-01   0.21322E+00   0.46176E+00
   0.16200E+03   0.99351E-01   0.99209E-01   0.17529E-01   0.21609E+00   0.46485E+00
   0.16300E+03   0.10070E+00   0.10055E+00   0.17775E-01   0.21903E+00   0.46801E+00
   0.16400E+03   0.10208E+00   0.10193E+00   0.18028E-01   0.22204E+00   0.47122E+00
   0.16500E+03   0.10350E+00   0.10335E+00   0.18287E-01   0.22513E+00   0.47448E+00
   0.16600E+03   0.10495E+00   0.10480E+00   0.18553E-01   0.22830E+00   0.47781E+00
   0.16700E+03   0.10644E+00   0.10628E+00   0.18825E-01   0.23154E+00   0.48119E+00
   0.16800E+03   0.10796E+00   0.10781E+00   0.19104E-01   0.23487E+00   0.48464E+00
   0.16900E+03   0.10952E+00   0.10937E+00   0.19391E-01   0.23828E+00   0.48814E+00
   0.17000E+03   0.11113E+00   0.11097E+00   0.19685E-01   0.24178E+00   0.49171E+00
   0.17100E+03   0.11277E+00   0.11261E+00   0.19987E-01   0.24537E+00   0.49534E+00
   0.17200E+03   0.11445E+00   0.11429E+00   0.20297E-01   0.24904E+00   0.49904E+00
   0.17300E+03   0.11618E+00   0.11601E+00   0.20615E-01   0.25281E+00   0.50280E+00
   0.17400E+03   0.11795E+00   0.11778E+00   0.20942E-01   0.25668E+00   0.50663E+00
   0.17500E+03   0.11977E+00   0.11960E+00   0.21278E-01   0.26064E+00   0.51053E+00
   0.17600E+03   0.12163E+00   0.12145E+00   0.21623E-01   0.26470E+00   0.51449E+00
   0.17700E+03   0.12353E+00   0.12336E+00   0.21977E-01   0.26887E+00   0.51853E+00
   0.17800E+03   0.12549E+00   0.12531E+00   0.22341E-01   0.27314E+00   0.52263E+00
