    #Time(fs)    x-MSD(A^2)    y-MSD(A^2)    z-MSD(A^2)    tot-MSD(A^2)  sqrt(MSD)(A)
   0.00000E+00   0.39214E-14   0.91163E-14  -0.20277E-14   0.83790E-14   0.91537E-07
   0.10000E+01   0.34227E-04   0.34144E-04   0.57061E-05   0.74078E-04   0.86069E-02
   0.20000E+01   0.13709E-03   0.13675E-03   0.22782E-04   0.29662E-03   0.17223E-01
   0.30000E+01   0.30874E-03   0.30798E-03   0.51126E-04   0.66784E-03   0.25843E-01
   0.40000E+01   0.54920E-03   0.54783E-03   0.90587E-04   0.11876E-02   0.34462E-01
   0.50000E+01   0.85835E-03   0.85620E-03   0.14096E-03   0.18555E-02   0.43076E-01
   0.60000E+01   0.12359E-02   0.12328E-02   0.20200E-03   0.26707E-02   0.51679E-01
   0.70000E+01   0.16814E-02   0.16771E-02   0.27340E-03   0.36319E-02   0.60266E-01
   0.80000E+01   0.21942E-02   0.21886E-02   0.35481E-03   0.47377E-02   0.68831E-01
   0.90000E+01   0.27736E-02   0.27665E-02   0.44584E-03   0.59859E-02   0.77369E-01
   0.10000E+02   0.34185E-02   0.34097E-02   0.54603E-03   0.73742E-02   0.85873E-01
   0.11000E+02   0.41278E-02   0.41171E-02   0.65491E-03   0.88998E-02   0.94339E-01
   0.12000E+02   0.49001E-02   0.48873E-02   0.77195E-03   0.10559E-01   0.10276E+00
   0.13000E+02   0.57338E-02   0.57188E-02   0.89658E-03   0.12349E-01   0.11113E+00
   0.14000E+02   0.66272E-02   0.66098E-02   0.10282E-02   0.14265E-01   0.11944E+00
   0.15000E+02   0.75783E-02   0.75583E-02   0.11662E-02   0.16303E-01   0.12768E+00
   0.16000E+02   0.85849E-02   0.85622E-02   0.13099E-02   0.18457E-01   0.13586E+00
   0.17000E+02   0.96447E-02   0.96190E-02   0.14586E-02   0.20722E-01   0.14395E+00
   0.18000E+02   0.10755E-01   0.10726E-01   0.16117E-02   0.23093E-01   0.15196E+00
   0.19000E+02   0.11913E-01   0.11881E-01   0.17684E-02   0.25562E-01   0.15988E+00
   0.20000E+02   0.13115E-01   0.13080E-01   0.19281E-02   0.28123E-01   0.16770E+00
   0.21000E+02   0.14358E-01   0.14320E-01   0.20900E-02   0.30768E-01   0.17541E+00
   0.22000E+02   0.15639E-01   0.15597E-01   0.22536E-02   0.33490E-01   0.18300E+00
   0.23000E+02   0.16954E-01   0.16909E-01   0.24180E-02   0.36281E-01   0.19047E+00
   0.24000E+02   0.18299E-01   0.18250E-01   0.25827E-02   0.39131E-01   0.19782E+00
   0.25000E+02   0.19670E-01   0.19617E-01   0.27471E-02   0.42034E-01   0.20502E+00
   0.26000E+02   0.21063E-01   0.21006E-01   0.29105E-02   0.44979E-01   0.21208E+00
   0.27000E+02   0.22473E-01   0.22413E-01   0.30725E-02   0.47958E-01   0.21899E+00
   0.28000E+02   0.23898E-01   0.23833E-01   0.32325E-02   0.50963E-01   0.22575E+00
   0.29000E+02   0.25332E-01   0.25264E-01   0.33901E-02   0.53986E-01   0.23235E+00
   0.30000E+02   0.26772E-01   0.26700E-01   0.35449E-02   0.57018E-01   0.23878E+00
   0.31000E+02   0.28215E-01   0.28139E-01   0.36966E-02   0.60051E-01   0.24505E+00
   0.32000E+02   0.29657E-01   0.29577E-01   0.38448E-02   0.63079E-01   0.25115E+00
   0.33000E+02   0.31094E-01   0.31010E-01   0.39893E-02   0.66094E-01   0.25709E+00
   0.34000E+02   0.32524E-01   0.32436E-01   0.41300E-02   0.69090E-01   0.26285E+00
   0.35000E+02   0.33944E-01   0.33852E-01   0.42667E-02   0.72063E-01   0.26844E+00
