    #Time(fs)    x-MSD(A^2)    y-MSD(A^2)    z-MSD(A^2)    tot-MSD(A^2)  sqrt(MSD)(A)
   0.00000E+00   0.14868E-13   0.23394E-14   0.22533E-14  -0.21711E-14           NaN
   0.10000E+01   0.13903E-04   0.14089E-04   0.12752E-05   0.29267E-04   0.54099E-02
   0.20000E+01   0.55630E-04   0.56390E-04   0.50986E-05   0.11712E-03   0.10822E-01
   0.30000E+01   0.12519E-03   0.12694E-03   0.11463E-04   0.26360E-03   0.16236E-01
   0.40000E+01   0.22258E-03   0.22577E-03   0.20357E-04   0.46870E-03   0.21650E-01
   0.50000E+01   0.34775E-03   0.35286E-03   0.31763E-04   0.73237E-03   0.27062E-01
   0.60000E+01   0.50064E-03   0.50821E-03   0.45660E-04   0.10545E-02   0.32473E-01
   0.70000E+01   0.68118E-03   0.69176E-03   0.62020E-04   0.14350E-02   0.37881E-01
   0.80000E+01   0.88926E-03   0.90348E-03   0.80814E-04   0.18735E-02   0.43284E-01
   0.90000E+01   0.11247E-02   0.11433E-02   0.10201E-03   0.23700E-02   0.48683E-01
   0.10000E+02   0.13875E-02   0.14110E-02   0.12555E-03   0.29241E-02   0.54075E-01
   0.11000E+02   0.16773E-02   0.17067E-02   0.15142E-03   0.35354E-02   0.59460E-01
   0.12000E+02   0.19941E-02   0.20301E-02   0.17955E-03   0.42037E-02   0.64836E-01
   0.13000E+02   0.23375E-02   0.23810E-02   0.20990E-03   0.49284E-02   0.70203E-01
   0.14000E+02   0.27074E-02   0.27594E-02   0.24240E-03   0.57093E-02   0.75560E-01
   0.15000E+02   0.31036E-02   0.31651E-02   0.27701E-03   0.65456E-02   0.80905E-01
   0.16000E+02   0.35256E-02   0.35977E-02   0.31367E-03   0.74371E-02   0.86238E-01
   0.17000E+02   0.39734E-02   0.40573E-02   0.35230E-03   0.83830E-02   0.91559E-01
   0.18000E+02   0.44466E-02   0.45434E-02   0.39285E-03   0.93828E-02   0.96865E-01
   0.19000E+02   0.49448E-02   0.50559E-02   0.43524E-03   0.10436E-01   0.10216E+00
   0.20000E+02   0.54678E-02   0.55945E-02   0.47941E-03   0.11542E-01   0.10743E+00
   0.21000E+02   0.60152E-02   0.61590E-02   0.52528E-03   0.12699E-01   0.11269E+00
   0.22000E+02   0.65867E-02   0.67490E-02   0.57279E-03   0.13908E-01   0.11793E+00
   0.23000E+02   0.71819E-02   0.73643E-02   0.62186E-03   0.15168E-01   0.12316E+00
   0.24000E+02   0.78005E-02   0.80046E-02   0.67241E-03   0.16477E-01   0.12836E+00
   0.25000E+02   0.84420E-02   0.86695E-02   0.72437E-03   0.17836E-01   0.13355E+00
   0.26000E+02   0.91061E-02   0.93588E-02   0.77767E-03   0.19243E-01   0.13872E+00
   0.27000E+02   0.97924E-02   0.10072E-01   0.83222E-03   0.20697E-01   0.14386E+00
   0.28000E+02   0.10500E-01   0.10809E-01   0.88796E-03   0.22197E-01   0.14899E+00
   0.29000E+02   0.11230E-01   0.11569E-01   0.94480E-03   0.23744E-01   0.15409E+00
   0.30000E+02   0.11980E-01   0.12353E-01   0.10027E-02   0.25336E-01   0.15917E+00
   0.31000E+02   0.12751E-01   0.13158E-01   0.10615E-02   0.26971E-01   0.16423E+00
   0.32000E+02   0.13542E-01   0.13987E-01   0.11212E-02   0.28650E-01   0.16926E+00
   0.33000E+02   0.14353E-01   0.14837E-01   0.11817E-02   0.30371E-01   0.17427E+00
   0.34000E+02   0.15183E-01   0.15708E-01   0.12430E-02   0.32134E-01   0.17926E+00
   0.35000E+02   0.16032E-01   0.16601E-01   0.13049E-02   0.33938E-01   0.18422E+00
   0.36000E+02   0.16900E-01   0.17514E-01   0.13674E-02   0.35781E-01   0.18916E+00
   0.37000E+02   0.17785E-01   0.18448E-01   0.14305E-02   0.37663E-01   0.19407E+00
   0.38000E+02   0.18688E-01   0.19401E-01   0.14940E-02   0.39583E-01   0.19896E+00
   0.39000E+02   0.19608E-01   0.20375E-01   0.15579E-02   0.41540E-01   0.20381E+00
   0.40000E+02   0.20544E-01   0.21367E-01   0.16221E-02   0.43534E-01   0.20865E+00
   0.41000E+02   0.21497E-01   0.22379E-01   0.16866E-02   0.45563E-01   0.21345E+00
   0.42000E+02   0.22466E-01   0.23408E-01   0.17513E-02   0.47626E-01   0.21823E+00
   0.43000E+02   0.23450E-01   0.24456E-01   0.18161E-02   0.49723E-01   0.22299E+00
   0.44000E+02   0.24450E-01   0.25522E-01   0.18810E-02   0.51852E-01   0.22771E+00
   0.45000E+02   0.25463E-01   0.26605E-01   0.19460E-02   0.54014E-01   0.23241E+00
   0.46000E+02   0.26491E-01   0.27704E-01   0.20109E-02   0.56206E-01   0.23708E+00
   0.47000E+02   0.27533E-01   0.28820E-01   0.20757E-02   0.58429E-01   0.24172E+00
   0.48000E+02   0.28588E-01   0.29953E-01   0.21404E-02   0.60681E-01   0.24634E+00
   0.49000E+02   0.29656E-01   0.31101E-01   0.22050E-02   0.62962E-01   0.25092E+00
   0.50000E+02   0.30736E-01   0.32264E-01   0.22693E-02   0.65270E-01   0.25548E+00
   0.51000E+02   0.31829E-01   0.33443E-01   0.23333E-02   0.67605E-01   0.26001E+00
   0.52000E+02   0.32934E-01   0.34636E-01   0.23970E-02   0.69967E-01   0.26451E+00
   0.53000E+02   0.34049E-01   0.35844E-01   0.24603E-02   0.72353E-01   0.26899E+00
   0.54000E+02   0.35176E-01   0.37065E-01   0.25232E-02   0.74764E-01   0.27343E+00
   0.55000E+02   0.36314E-01   0.38300E-01   0.25857E-02   0.77199E-01   0.27785E+00
   0.56000E+02   0.37462E-01   0.39548E-01   0.26476E-02   0.79657E-01   0.28224E+00
   0.57000E+02   0.38619E-01   0.40809E-01   0.27091E-02   0.82138E-01   0.28660E+00
   0.58000E+02   0.39787E-01   0.42083E-01   0.27699E-02   0.84640E-01   0.29093E+00
   0.59000E+02   0.40963E-01   0.43369E-01   0.28302E-02   0.87162E-01   0.29523E+00
   0.60000E+02   0.42149E-01   0.44667E-01   0.28898E-02   0.89705E-01   0.29951E+00
   0.61000E+02   0.43343E-01   0.45976E-01   0.29487E-02   0.92268E-01   0.30376E+00
   0.62000E+02   0.44545E-01   0.47297E-01   0.30069E-02   0.94849E-01   0.30798E+00
   0.63000E+02   0.45756E-01   0.48628E-01   0.30644E-02   0.97448E-01   0.31217E+00
